"","respondent_ID","EE_highest","invest_EE","EE_combi_washdryer","EE_washingmachine","EE_dryer","EE_dishwasher","EE_combifridge_freezer","EE_fridge_integrated_freezer","EE_fridge_no_integrated_freezer","EE_chestfreezer","EE_standingfreezer","postnummer","income","age","know_el","house_type","house_type.1","house_size","year_built","persons0.5","persons6.10","persons11.15","persons16.18","persons18.30","persons31.50","persons51.65","persons65","geoms","job_index_resp","job_index_spouse","qty_inhabitants","light_score","EE_index"
"A34","A34",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,3,"4",1,1,"apt",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,0,1,0,0.642857142857143
"A35","A35",0,1,NA,NA,NA,"A+",NA,NA,NA,NA,NA,6700,5,"1",0,1,"apt",2,NA,0,0,0,0,1,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,9,2,1,0.0909090909090909
"A36","A36",0,0,NA,NA,NA,NA,"A",NA,"A",NA,NA,8210,5,"4",1,1,"apt",2,3,0,0,1,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,6,3,0.647058823529412,0.454545454545455
"A37","A37",0,0,NA,"No_label",NA,"No_label",NA,"A",NA,NA,NA,5450,3,"1",0,1,"apt",2,1,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,0.555555555555556,0.5
"A38","A38",0,0,NA,NA,NA,NA,NA,NA,"B",NA,"No_label",2650,4,"3",1,1,"apt",2,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0.666666666666667,0.555555555555556
"A40","A40",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2300,2,"2",1,1,"apt",2,3,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.222222222222222,0.666666666666667
"A41","A41",0,1,NA,NA,NA,NA,"A+",NA,NA,NA,NA,2700,3,"3",1,1,"apt",2,3,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.666666666666667,0.75
"A42","A42",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9731,8,"3",1,1,"apt",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.6
"A43","A43",0,1,NA,NA,NA,NA,"A+",NA,NA,NA,NA,2660,4,"4",1,1,"apt",2,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,1,0.4
"A44","A44",0,0,NA,NA,NA,"No_label","No_label",NA,NA,NA,NA,8220,4,"2",1,1,"apt",2,4,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,0.5,0.307692307692308
"A45","A45",1,1,NA,"A++","A++",NA,"A++",NA,"A++",NA,"A++",8000,5,"4",0,1,"apt",2,3,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,1,0.416666666666667
"A46","A46",0,1,NA,NA,NA,NA,"A+",NA,NA,NA,NA,2300,4,"3",1,1,"apt",2,2,0,0,1,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",3,0,2,1,1
"A47","A47",0,0,NA,NA,NA,NA,NA,"A",NA,NA,NA,9800,3,"2",1,1,"apt",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,1,0.125
"A48","A48",1,1,NA,"A",NA,NA,"A++",NA,NA,NA,NA,8200,4,"3",0,1,"apt",2,5,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0.833333333333333,0.571428571428571
"A49","A49",1,1,NA,"A+",NA,"A++",NA,NA,NA,NA,NA,2630,4,"2",1,1,"apt",2,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.384615384615385
"A50","A50",0,0,NA,NA,NA,"A",NA,NA,NA,NA,NA,5230,1,"1",0,1,"apt",2,NA,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,1,0.666666666666667,0.7
"A51","A51",0,0,NA,NA,NA,NA,"B",NA,NA,NA,NA,8900,3,"2",1,1,"apt",2,2,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.529944,55.66753,0.0 12.496305,55.668931,0.0 12.491316,55.679082,0.0 12.502016,55.687542,0.0 12.515158,55.691649,0.0 12.515978,55.691009,0.0 12.520998,55.693473,0.0 12.523888,55.694804,0.0 12.536463,55.697442,0.0 12.542654,55.687119,0.0 12.534172,55.680767,0.0 12.53205,55.668093,0.0 12.529944,55.66753,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,10,1,0.714285714285714,0.714285714285714
"A52","A52",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,2,"2",0,1,"apt",2,1,0,0,0,0,1,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,2,0.714285714285714,0.230769230769231
"A53","A53",0,1,NA,NA,NA,NA,"A+",NA,"A",NA,NA,1723,2,"5",1,1,"apt",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,0.666666666666667,0.583333333333333
"A54","A54",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9900,4,"4",0,1,"apt",2,4,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,0,0
"A55","A55",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,2,"1",0,1,"apt",2,NA,0,0,0,0,2,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,4,2,0.4,0.5
"A56","A56",1,1,NA,NA,NA,"A++","A++",NA,NA,NA,NA,2200,2,"5",1,1,"apt",2,5,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,0,1,1,0.272727272727273
"A57","A57",1,1,NA,NA,NA,NA,"A++",NA,NA,NA,NA,2000,7,"5",1,1,"apt",2,5,0,0,0,0,0,0,2,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",6,6,2,1,0.2
"A58","A58",0,0,NA,NA,NA,NA,NA,NA,NA,NA,"A+",9530,8,"2",1,1,"apt",2,NA,0,0,0,0,2,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",1,2,2,0.5,0.416666666666667
"A59","A59",0,1,NA,"A+",NA,NA,NA,NA,NA,NA,NA,6070,2,"1",0,1,"apt",2,NA,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",4,0,1,0,0.545454545454545
"A60","A60",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2200,2,"4",0,1,"apt",2,NA,0,0,0,0,0,0,1,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",9,0,1,1,0.307692307692308
"A61","A61",0,1,NA,NA,NA,"A+","A+",NA,NA,NA,NA,2500,4,"2",1,1,"apt",2,4,0,0,0,0,0,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",2,0,1,1,0.25
"A62","A62",0,1,NA,NA,NA,NA,"A+",NA,NA,NA,NA,9400,2,"1",0,1,"apt",2,4,0,0,0,0,1,1,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",0,0,2,1,0.9
"A63","A63",0,1,NA,NA,NA,"A","A+",NA,NA,NA,NA,9000,4,"2",1,1,"apt",2,4,0,0,0,0,1,0,0,0,"<Polygon><outerBoundaryIs><LinearRing><coordinates>12.548744,55.707493,0.0 12.555083,55.711347,0.0 12.544526,55.707857,0.0 12.545895,55.722725,0.0 12.58514,55.722501,0.0 12.585143,55.721655,0.0 12.591206,55.715956,0.0 12.590016,55.713938,0.0 12.592766,55.713292,0.0 12.601147,55.725505,0.0 12.622154,55.718225,0.0 12.621888,55.716379,0.0 12.613337,55.718084,0.0 12.612632,55.716602,0.0 12.618452,55.715386,0.0 12.616821,55.713942,0.0 12.605761,55.713949,0.0 12.613989,55.71207,0.0 12.611021,55.710481,0.0 12.597192,55.712874,0.0 12.604103,55.709109,0.0 12.596452,55.710375,0.0 12.595829,55.709087,0.0 12.602162,55.707862,0.0 12.602822,55.70616,0.0 12.595125,55.706961,0.0 12.598141,55.705652,0.0 12.595458,55.703588,0.0 12.595993,55.697219,0.0 12.598943,55.696941,0.0 12.599388,55.703185,0.0 12.602543,55.703219,0.0 12.600204,55.693215,0.0 12.597983,55.689593,0.0 12.570393,55.691387,0.0 12.548744,55.707493,0.0</coordinates></LinearRing></outerBoundaryIs></Polygon>",10,0,1,0.8,0.777777777777778
